GEOID,SUMLEVEL,SUMLEVEL,ST,COUNTY,BLKGRP,B01003_001E,Total,WhiteAlone,BlackOrAfricanAmerican,AmericanIndian,AsianAlone,NativeHawiian,OtherRaceAlone,TwoOrMore,COMPONENT,NAME,STUSAB,BTTR,BTBG,TRACT
15000US060371284002,150,150,6,37,2,977,977,570,157,0,126,0,106,18,0,"Block Group 2, Census Tract 1284, Los Angeles County, California",CA,null,null,128400
15000US060371284003,150,150,6,37,3,1282,1282,1127,18,0,38,0,8,91,0,"Block Group 3, Census Tract 1284, Los Angeles County, California",CA,null,null,128400
15000US060371284004,150,150,6,37,4,1016,1016,712,39,42,118,0,105,0,0,"Block Group 4, Census Tract 1284, Los Angeles County, California",CA,null,null,128400
15000US060371285001,150,150,6,37,1,1331,1331,1048,195,0,46,0,31,11,0,"Block Group 1, Census Tract 1285, Los Angeles County, California",CA,null,null,128500
15000US060371285002,150,150,6,37,2,2932,2932,2120,239,0,270,0,237,66,0,"Block Group 2, Census Tract 1285, Los Angeles County, California",CA,null,null,128500
15000US060371286011,150,150,6,37,1,2844,2844,1834,89,25,27,0,869,0,0,"Block Group 1, Census Tract 1286.01, Los Angeles County, California",CA,null,null,128601
15000US060371286012,150,150,6,37,2,1204,1204,649,73,0,33,0,352,97,0,"Block Group 2, Census Tract 1286.01, Los Angeles County, California",CA,null,null,128601
15000US060371286021,150,150,6,37,1,711,711,632,3,0,39,0,37,0,0,"Block Group 1, Census Tract 1286.02, Los Angeles County, California",CA,null,null,128602
15000US060371286022,150,150,6,37,2,885,885,848,19,0,18,0,0,0,0,"Block Group 2, Census Tract 1286.02, Los Angeles County, California",CA,null,null,128602
15000US060371286023,150,150,6,37,3,1289,1289,1025,32,0,54,0,8,170,0,"Block Group 3, Census Tract 1286.02, Los Angeles County, California",CA,null,null,128602
15000US060371287021,150,150,6,37,1,1143,1143,938,22,0,117,0,0,66,0,"Block Group 1, Census Tract 1287.02, Los Angeles County, California",CA,null,null,128702
15000US060371287022,150,150,6,37,2,1505,1505,1070,12,0,105,0,174,144,0,"Block Group 2, Census Tract 1287.02, Los Angeles County, California",CA,null,null,128702
15000US060371287023,150,150,6,37,3,1963,1963,1448,111,17,300,0,24,63,0,"Block Group 3, Census Tract 1287.02, Los Angeles County, California",CA,null,null,128702
15000US060371287024,150,150,6,37,4,873,873,647,38,0,123,0,0,65,0,"Block Group 4, Census Tract 1287.02, Los Angeles County, California",CA,null,null,128702
15000US060371288011,150,150,6,37,1,1233,1233,840,235,0,41,0,35,82,0,"Block Group 1, Census Tract 1288.01, Los Angeles County, California",CA,null,null,128801
15000US060371288012,150,150,6,37,2,2122,2122,1823,0,0,249,0,12,38,0,"Block Group 2, Census Tract 1288.01, Los Angeles County, California",CA,null,null,128801
15000US060371288021,150,150,6,37,1,1482,1482,1052,12,0,112,0,277,29,0,"Block Group 1, Census Tract 1288.02, Los Angeles County, California",CA,null,null,128802
15000US060371288022,150,150,6,37,2,1904,1904,1727,52,0,93,0,17,15,0,"Block Group 2, Census Tract 1288.02, Los Angeles County, California",CA,null,null,128802
15000US060371288023,150,150,6,37,3,1326,1326,1142,0,0,101,0,52,31,0,"Block Group 3, Census Tract 1288.02, Los Angeles County, California",CA,null,null,128802
15000US060371289101,150,150,6,37,1,974,974,828,45,0,66,0,10,25,0,"Block Group 1, Census Tract 1289.10, Los Angeles County, California",CA,null,null,128910
15000US060371289102,150,150,6,37,2,1387,1387,1021,97,0,201,0,18,50,0,"Block Group 2, Census Tract 1289.10, Los Angeles County, California",CA,null,null,128910
15000US060371289103,150,150,6,37,3,1219,1219,1081,10,0,57,0,31,40,0,"Block Group 3, Census Tract 1289.10, Los Angeles County, California",CA,null,null,128910
15000US060371310101,150,150,6,37,1,2371,2371,1730,128,0,292,0,200,21,0,"Block Group 1, Census Tract 1310.10, Los Angeles County, California",CA,null,null,131010
15000US060371310102,150,150,6,37,2,4022,4022,2488,64,109,463,0,794,104,0,"Block Group 2, Census Tract 1310.10, Los Angeles County, California",CA,null,null,131010
15000US060371310201,150,150,6,37,1,2531,2531,1439,93,0,236,0,713,50,0,"Block Group 1, Census Tract 1310.20, Los Angeles County, California",CA,null,null,131020
15000US060371310202,150,150,6,37,2,1603,1603,1195,35,0,90,0,264,19,0,"Block Group 2, Census Tract 1310.20, Los Angeles County, California",CA,null,null,131020
15000US060371310203,150,150,6,37,3,1509,1509,1143,79,0,151,0,109,27,0,"Block Group 3, Census Tract 1310.20, Los Angeles County, California",CA,null,null,131020
15000US060371311001,150,150,6,37,1,1476,1476,928,19,0,222,0,255,52,0,"Block Group 1, Census Tract 1311, Los Angeles County, California",CA,null,null,131100
15000US060371311002,150,150,6,37,2,1203,1203,609,97,0,34,0,432,31,0,"Block Group 2, Census Tract 1311, Los Angeles County, California",CA,null,null,131100
15000US060371311003,150,150,6,37,3,931,931,519,0,0,0,0,270,142,0,"Block Group 3, Census Tract 1311, Los Angeles County, California",CA,null,null,131100
15000US060371312001,150,150,6,37,1,1414,1414,988,70,17,60,0,239,40,0,"Block Group 1, Census Tract 1312, Los Angeles County, California",CA,null,null,131200
15000US060371312002,150,150,6,37,2,1204,1204,731,106,0,202,54,85,26,0,"Block Group 2, Census Tract 1312, Los Angeles County, California",CA,null,null,131200
15000US060371312003,150,150,6,37,3,639,639,327,135,0,107,0,53,17,0,"Block Group 3, Census Tract 1312, Los Angeles County, California",CA,null,null,131200
15000US060371313001,150,150,6,37,1,890,890,494,0,18,135,0,199,44,0,"Block Group 1, Census Tract 1313, Los Angeles County, California",CA,null,null,131300
15000US060371313002,150,150,6,37,2,1337,1337,589,0,27,120,458,58,85,0,"Block Group 2, Census Tract 1313, Los Angeles County, California",CA,null,null,131300
15000US060371313003,150,150,6,37,3,1789,1789,1161,0,0,311,0,267,50,0,"Block Group 3, Census Tract 1313, Los Angeles County, California",CA,null,null,131300
15000US060371313004,150,150,6,37,4,1042,1042,860,0,0,32,0,101,49,0,"Block Group 4, Census Tract 1313, Los Angeles County, California",CA,null,null,131300
15000US060371314001,150,150,6,37,1,3128,3128,2200,152,0,358,0,322,96,0,"Block Group 1, Census Tract 1314, Los Angeles County, California",CA,null,null,131400
15000US060371314002,150,150,6,37,2,2625,2625,1542,293,0,625,0,67,98,0,"Block Group 2, Census Tract 1314, Los Angeles County, California",CA,null,null,131400
15000US060371316001,150,150,6,37,1,1936,1936,1158,15,0,319,0,367,77,0,"Block Group 1, Census Tract 1316, Los Angeles County, California",CA,null,null,131600
15000US060371316002,150,150,6,37,2,1195,1195,558,15,0,434,0,174,14,0,"Block Group 2, Census Tract 1316, Los Angeles County, California",CA,null,null,131600
15000US060371316003,150,150,6,37,3,1042,1042,624,71,0,177,0,120,50,0,"Block Group 3, Census Tract 1316, Los Angeles County, California",CA,null,null,131600
15000US060371316004,150,150,6,37,4,1237,1237,865,11,0,33,0,258,70,0,"Block Group 4, Census Tract 1316, Los Angeles County, California",CA,null,null,131600
15000US060371317011,150,150,6,37,1,3526,3526,2322,73,8,799,0,225,99,0,"Block Group 1, Census Tract 1317.01, Los Angeles County, California",CA,null,null,131701
15000US060371317012,150,150,6,37,2,1343,1343,876,145,0,246,0,44,32,0,"Block Group 2, Census Tract 1317.01, Los Angeles County, California",CA,null,null,131701
15000US060371317021,150,150,6,37,1,3011,3011,1533,267,0,514,0,659,38,0,"Block Group 1, Census Tract 1317.02, Los Angeles County, California",CA,null,null,131702
15000US060371317022,150,150,6,37,2,492,492,334,0,0,14,0,139,5,0,"Block Group 2, Census Tract 1317.02, Los Angeles County, California",CA,null,null,131702
15000US060371318001,150,150,6,37,1,2455,2455,1471,8,70,534,0,245,127,0,"Block Group 1, Census Tract 1318, Los Angeles County, California",CA,null,null,131800
15000US060371318002,150,150,6,37,2,3486,3486,2474,0,30,367,0,452,163,0,"Block Group 2, Census Tract 1318, Los Angeles County, California",CA,null,null,131800
15000US060371319001,150,150,6,37,1,1000,1000,652,0,0,69,0,265,14,0,"Block Group 1, Census Tract 1319, Los Angeles County, California",CA,null,null,131900
15000US060371319002,150,150,6,37,2,1234,1234,958,0,0,71,0,203,2,0,"Block Group 2, Census Tract 1319, Los Angeles County, California",CA,null,null,131900
15000US060371319003,150,150,6,37,3,1956,1956,1496,0,31,85,0,293,51,0,"Block Group 3, Census Tract 1319, Los Angeles County, California",CA,null,null,131900
15000US060371319004,150,150,6,37,4,626,626,377,43,0,18,0,139,49,0,"Block Group 4, Census Tract 1319, Los Angeles County, California",CA,null,null,131900
15000US060371320011,150,150,6,37,1,749,749,628,0,0,77,0,15,29,0,"Block Group 1, Census Tract 1320.01, Los Angeles County, California",CA,null,null,132001
15000US060371320012,150,150,6,37,2,790,790,640,13,0,56,0,33,48,0,"Block Group 2, Census Tract 1320.01, Los Angeles County, California",CA,null,null,132001
15000US060371320013,150,150,6,37,3,1661,1661,785,27,0,91,0,748,10,0,"Block Group 3, Census Tract 1320.01, Los Angeles County, California",CA,null,null,132001
15000US060371320021,150,150,6,37,1,1187,1187,544,33,0,73,0,434,103,0,"Block Group 1, Census Tract 1320.02, Los Angeles County, California",CA,null,null,132002
15000US060371320022,150,150,6,37,2,318,318,202,29,0,34,0,44,9,0,"Block Group 2, Census Tract 1320.02, Los Angeles County, California",CA,null,null,132002
15000US060371320023,150,150,6,37,3,1779,1779,977,17,0,330,0,341,114,0,"Block Group 3, Census Tract 1320.02, Los Angeles County, California",CA,null,null,132002
15000US060371321011,150,150,6,37,1,1252,1252,784,0,0,123,0,330,15,0,"Block Group 1, Census Tract 1321.01, Los Angeles County, California",CA,null,null,132101
15000US060371321012,150,150,6,37,2,1442,1442,457,268,0,54,0,663,0,0,"Block Group 2, Census Tract 1321.01, Los Angeles County, California",CA,null,null,132101
15000US060371321013,150,150,6,37,3,1428,1428,1002,163,0,71,0,162,30,0,"Block Group 3, Census Tract 1321.01, Los Angeles County, California",CA,null,null,132101
15000US060371321021,150,150,6,37,1,664,664,619,45,0,0,0,0,0,0,"Block Group 1, Census Tract 1321.02, Los Angeles County, California",CA,null,null,132102
15000US060371321022,150,150,6,37,2,1801,1801,1012,176,14,196,0,356,47,0,"Block Group 2, Census Tract 1321.02, Los Angeles County, California",CA,null,null,132102
15000US060371321023,150,150,6,37,3,2566,2566,1488,18,0,339,0,392,329,0,"Block Group 3, Census Tract 1321.02, Los Angeles County, California",CA,null,null,132102
15000US060371323001,150,150,6,37,1,2188,2188,1339,96,0,386,0,318,49,0,"Block Group 1, Census Tract 1323, Los Angeles County, California",CA,null,null,132300
15000US060371323002,150,150,6,37,2,1749,1749,1604,0,0,70,75,0,0,0,"Block Group 2, Census Tract 1323, Los Angeles County, California",CA,null,null,132300
15000US060371323003,150,150,6,37,3,3149,3149,2203,0,0,202,0,639,105,0,"Block Group 3, Census Tract 1323, Los Angeles County, California",CA,null,null,132300
15000US060371325011,150,150,6,37,1,1689,1689,1003,21,0,557,0,89,19,0,"Block Group 1, Census Tract 1325.01, Los Angeles County, California",CA,null,null,132501
15000US060371325012,150,150,6,37,2,1698,1698,1264,9,0,280,0,136,9,0,"Block Group 2, Census Tract 1325.01, Los Angeles County, California",CA,null,null,132501
15000US060371325021,150,150,6,37,1,2644,2644,1504,157,0,430,0,359,194,0,"Block Group 1, Census Tract 1325.02, Los Angeles County, California",CA,null,null,132502
15000US060371325022,150,150,6,37,2,1236,1236,726,194,0,223,0,63,30,0,"Block Group 2, Census Tract 1325.02, Los Angeles County, California",CA,null,null,132502
15000US060371327001,150,150,6,37,1,366,366,349,0,0,17,0,0,0,0,"Block Group 1, Census Tract 1327, Los Angeles County, California",CA,null,null,132700
15000US060371327002,150,150,6,37,2,994,994,885,0,0,73,0,17,19,0,"Block Group 2, Census Tract 1327, Los Angeles County, California",CA,null,null,132700
15000US060371327003,150,150,6,37,3,880,880,635,0,40,95,0,63,47,0,"Block Group 3, Census Tract 1327, Los Angeles County, California",CA,null,null,132700
15000US060371327004,150,150,6,37,4,3070,3070,2267,0,0,80,0,641,82,0,"Block Group 4, Census Tract 1327, Los Angeles County, California",CA,null,null,132700
15000US060371329001,150,150,6,37,1,1154,1154,938,66,0,28,0,0,122,0,"Block Group 1, Census Tract 1329, Los Angeles County, California",CA,null,null,132900
15000US060371329002,150,150,6,37,2,2630,2630,2151,6,66,171,0,172,64,0,"Block Group 2, Census Tract 1329, Los Angeles County, California",CA,null,null,132900
15000US060371330001,150,150,6,37,1,1868,1868,1297,2,0,58,0,462,49,0,"Block Group 1, Census Tract 1330, Los Angeles County, California",CA,null,null,133000
15000US060371330002,150,150,6,37,2,1352,1352,842,32,0,318,0,50,110,0,"Block Group 2, Census Tract 1330, Los Angeles County, California",CA,null,null,133000
15000US060371330003,150,150,6,37,3,1608,1608,1110,0,0,130,0,259,109,0,"Block Group 3, Census Tract 1330, Los Angeles County, California",CA,null,null,133000
15000US060371331001,150,150,6,37,1,2605,2605,1822,150,13,247,0,317,56,0,"Block Group 1, Census Tract 1331, Los Angeles County, California",CA,null,null,133100
15000US060371331002,150,150,6,37,2,1028,1028,921,0,0,0,0,84,23,0,"Block Group 2, Census Tract 1331, Los Angeles County, California",CA,null,null,133100
15000US060371331003,150,150,6,37,3,1033,1033,959,9,0,65,0,0,0,0,"Block Group 3, Census Tract 1331, Los Angeles County, California",CA,null,null,133100
15000US060371331004,150,150,6,37,4,1152,1152,722,74,0,88,0,203,65,0,"Block Group 4, Census Tract 1331, Los Angeles County, California",CA,null,null,133100
15000US060371340011,150,150,6,37,1,2945,2945,1663,146,58,63,0,987,28,0,"Block Group 1, Census Tract 1340.01, Los Angeles County, California",CA,null,null,134001
15000US060371340012,150,150,6,37,2,911,911,495,22,0,193,0,194,7,0,"Block Group 2, Census Tract 1340.01, Los Angeles County, California",CA,null,null,134001
15000US060371340021,150,150,6,37,1,1178,1178,531,44,0,174,0,332,97,0,"Block Group 1, Census Tract 1340.02, Los Angeles County, California",CA,null,null,134002
15000US060371340022,150,150,6,37,2,2533,2533,1222,52,10,345,0,789,115,0,"Block Group 2, Census Tract 1340.02, Los Angeles County, California",CA,null,null,134002
15000US060371341011,150,150,6,37,1,3248,3248,1824,100,58,287,4,868,107,0,"Block Group 1, Census Tract 1341.01, Los Angeles County, California",CA,null,null,134101
15000US060371341012,150,150,6,37,2,2772,2772,1018,58,31,1015,0,540,110,0,"Block Group 2, Census Tract 1341.01, Los Angeles County, California",CA,null,null,134101
15000US060371341031,150,150,6,37,1,2586,2586,868,455,19,516,8,653,67,0,"Block Group 1, Census Tract 1341.03, Los Angeles County, California",CA,null,null,134103
15000US060371341032,150,150,6,37,2,1876,1876,1021,10,10,354,0,367,114,0,"Block Group 2, Census Tract 1341.03, Los Angeles County, California",CA,null,null,134103
15000US060371341041,150,150,6,37,1,2491,2491,640,298,0,369,0,1081,103,0,"Block Group 1, Census Tract 1341.04, Los Angeles County, California",CA,null,null,134104
15000US060371341042,150,150,6,37,2,1664,1664,478,94,21,790,0,145,136,0,"Block Group 2, Census Tract 1341.04, Los Angeles County, California",CA,null,null,134104
15000US060371342011,150,150,6,37,1,1218,1218,619,0,0,318,0,66,215,0,"Block Group 1, Census Tract 1342.01, Los Angeles County, California",CA,null,null,134201
15000US060371342012,150,150,6,37,2,1945,1945,579,156,174,58,0,517,461,0,"Block Group 2, Census Tract 1342.01, Los Angeles County, California",CA,null,null,134201
15000US060371342013,150,150,6,37,3,1306,1306,670,4,0,75,0,492,65,0,"Block Group 3, Census Tract 1342.01, Los Angeles County, California",CA,null,null,134201
15000US060371343021,150,150,6,37,1,736,736,569,0,0,141,0,14,12,0,"Block Group 1, Census Tract 1343.02, Los Angeles County, California",CA,null,null,134302
15000US060371343022,150,150,6,37,2,1292,1292,669,67,0,221,0,193,142,0,"Block Group 2, Census Tract 1343.02, Los Angeles County, California",CA,null,null,134302
15000US060371343023,150,150,6,37,3,1661,1661,1277,8,0,188,0,90,98,0,"Block Group 3, Census Tract 1343.02, Los Angeles County, California",CA,null,null,134302
15000US060371343031,150,150,6,37,1,1227,1227,735,12,11,289,0,0,180,0,"Block Group 1, Census Tract 1343.03, Los Angeles County, California",CA,null,null,134303
15000US060371343032,150,150,6,37,2,1506,1506,1172,138,0,162,1,1,32,0,"Block Group 2, Census Tract 1343.03, Los Angeles County, California",CA,null,null,134303
15000US060371343033,150,150,6,37,3,1198,1198,813,0,25,199,0,86,75,0,"Block Group 3, Census Tract 1343.03, Los Angeles County, California",CA,null,null,134303
15000US060371343034,150,150,6,37,4,1606,1606,1100,135,49,224,0,33,65,0,"Block Group 4, Census Tract 1343.03, Los Angeles County, California",CA,null,null,134303
15000US060371343041,150,150,6,37,1,1334,1334,414,73,0,449,0,359,39,0,"Block Group 1, Census Tract 1343.04, Los Angeles County, California",CA,null,null,134304
15000US060371343042,150,150,6,37,2,1745,1745,1127,128,0,198,0,254,38,0,"Block Group 2, Census Tract 1343.04, Los Angeles County, California",CA,null,null,134304
15000US060371343051,150,150,6,37,1,4590,4590,1397,51,0,489,0,2435,218,0,"Block Group 1, Census Tract 1343.05, Los Angeles County, California",CA,null,null,134305
15000US060371343061,150,150,6,37,1,3451,3451,1213,137,0,886,0,1085,130,0,"Block Group 1, Census Tract 1343.06, Los Angeles County, California",CA,null,null,134306
15000US060371344211,150,150,6,37,1,3921,3921,3134,119,0,406,0,20,242,0,"Block Group 1, Census Tract 1344.21, Los Angeles County, California",CA,null,null,134421
15000US060371344221,150,150,6,37,1,1325,1325,862,132,0,238,0,0,93,0,"Block Group 1, Census Tract 1344.22, Los Angeles County, California",CA,null,null,134422
15000US060371344222,150,150,6,37,2,3428,3428,2328,45,0,900,0,60,95,0,"Block Group 2, Census Tract 1344.22, Los Angeles County, California",CA,null,null,134422
15000US060371344231,150,150,6,37,1,1636,1636,1267,49,0,245,0,0,75,0,"Block Group 1, Census Tract 1344.23, Los Angeles County, California",CA,null,null,134423
15000US060371344232,150,150,6,37,2,1894,1894,1434,151,8,254,0,25,22,0,"Block Group 2, Census Tract 1344.23, Los Angeles County, California",CA,null,null,134423
15000US060371344241,150,150,6,37,1,1619,1619,1319,23,0,188,0,62,27,0,"Block Group 1, Census Tract 1344.24, Los Angeles County, California",CA,null,null,134424
15000US060371344242,150,150,6,37,2,1218,1218,732,118,0,231,0,0,137,0,"Block Group 2, Census Tract 1344.24, Los Angeles County, California",CA,null,null,134424
15000US060371345201,150,150,6,37,1,2911,2911,1443,80,33,425,0,827,103,0,"Block Group 1, Census Tract 1345.20, Los Angeles County, California",CA,null,null,134520
15000US060371345202,150,150,6,37,2,2345,2345,1523,101,0,45,0,641,35,0,"Block Group 2, Census Tract 1345.20, Los Angeles County, California",CA,null,null,134520
15000US060371345211,150,150,6,37,1,2477,2477,1649,80,0,177,0,571,0,0,"Block Group 1, Census Tract 1345.21, Los Angeles County, California",CA,null,null,134521
15000US060371345221,150,150,6,37,1,3791,3791,1998,58,46,212,0,1356,121,0,"Block Group 1, Census Tract 1345.22, Los Angeles County, California",CA,null,null,134522
15000US060371347101,150,150,6,37,1,3799,3799,678,31,0,231,0,2751,108,0,"Block Group 1, Census Tract 1347.10, Los Angeles County, California",CA,null,null,134710
15000US060371347102,150,150,6,37,2,1970,1970,802,94,0,386,0,568,120,0,"Block Group 2, Census Tract 1347.10, Los Angeles County, California",CA,null,null,134710
15000US060371347201,150,150,6,37,1,1307,1307,652,10,0,248,7,335,55,0,"Block Group 1, Census Tract 1347.20, Los Angeles County, California",CA,null,null,134720
15000US060371347202,150,150,6,37,2,2083,2083,629,58,0,325,0,960,111,0,"Block Group 2, Census Tract 1347.20, Los Angeles County, California",CA,null,null,134720
15000US060371347203,150,150,6,37,3,1537,1537,432,171,26,323,0,442,143,0,"Block Group 3, Census Tract 1347.20, Los Angeles County, California",CA,null,null,134720
15000US060371348001,150,150,6,37,1,1324,1324,665,3,0,210,0,446,0,0,"Block Group 1, Census Tract 1348, Los Angeles County, California",CA,null,null,134800
15000US060371348002,150,150,6,37,2,1077,1077,677,17,0,17,0,202,164,0,"Block Group 2, Census Tract 1348, Los Angeles County, California",CA,null,null,134800
15000US060371348003,150,150,6,37,3,1482,1482,704,134,0,286,0,323,35,0,"Block Group 3, Census Tract 1348, Los Angeles County, California",CA,null,null,134800
15000US060371348004,150,150,6,37,4,1241,1241,621,47,0,176,0,264,133,0,"Block Group 4, Census Tract 1348, Los Angeles County, California",CA,null,null,134800
15000US060371348005,150,150,6,37,5,807,807,417,128,8,94,0,120,40,0,"Block Group 5, Census Tract 1348, Los Angeles County, California",CA,null,null,134800
15000US060371349011,150,150,6,37,1,1145,1145,822,39,12,0,0,229,43,0,"Block Group 1, Census Tract 1349.01, Los Angeles County, California",CA,null,null,134901
15000US060371349012,150,150,6,37,2,668,668,626,0,0,0,0,3,39,0,"Block Group 2, Census Tract 1349.01, Los Angeles County, California",CA,null,null,134901
15000US060371349013,150,150,6,37,3,1143,1143,822,107,0,122,0,22,70,0,"Block Group 3, Census Tract 1349.01, Los Angeles County, California",CA,null,null,134901
15000US060371349031,150,150,6,37,1,4617,4617,2855,218,0,900,33,474,137,0,"Block Group 1, Census Tract 1349.03, Los Angeles County, California",CA,null,null,134903
15000US060371349041,150,150,6,37,1,3103,3103,1596,119,0,417,0,919,52,0,"Block Group 1, Census Tract 1349.04, Los Angeles County, California",CA,null,null,134904
15000US060371349042,150,150,6,37,2,1538,1538,934,59,0,19,0,371,155,0,"Block Group 2, Census Tract 1349.04, Los Angeles County, California",CA,null,null,134904
15000US060371349051,150,150,6,37,1,2871,2871,1890,378,88,186,0,215,114,0,"Block Group 1, Census Tract 1349.05, Los Angeles County, California",CA,null,null,134905
15000US060371351021,150,150,6,37,1,1386,1386,898,0,0,381,0,36,71,0,"Block Group 1, Census Tract 1351.02, Los Angeles County, California",CA,null,null,135102
15000US060371351022,150,150,6,37,2,1304,1304,925,56,0,231,0,1,91,0,"Block Group 2, Census Tract 1351.02, Los Angeles County, California",CA,null,null,135102
15000US060371351023,150,150,6,37,3,1016,1016,697,0,0,319,0,0,0,0,"Block Group 3, Census Tract 1351.02, Los Angeles County, California",CA,null,null,135102
15000US060371351111,150,150,6,37,1,752,752,616,0,0,74,0,42,20,0,"Block Group 1, Census Tract 1351.11, Los Angeles County, California",CA,null,null,135111
15000US060371351112,150,150,6,37,2,1404,1404,860,126,0,370,0,0,48,0,"Block Group 2, Census Tract 1351.11, Los Angeles County, California",CA,null,null,135111
15000US060371351113,150,150,6,37,3,829,829,593,99,0,71,0,12,54,0,"Block Group 3, Census Tract 1351.11, Los Angeles County, California",CA,null,null,135111
15000US060371351131,150,150,6,37,1,2928,2928,1422,735,0,309,70,97,295,0,"Block Group 1, Census Tract 1351.13, Los Angeles County, California",CA,null,null,135113
15000US060371351141,150,150,6,37,1,3036,3036,1331,252,28,1150,0,124,151,0,"Block Group 1, Census Tract 1351.14, Los Angeles County, California",CA,null,null,135114
15000US060371351142,150,150,6,37,2,1330,1330,860,0,76,158,0,173,63,0,"Block Group 2, Census Tract 1351.14, Los Angeles County, California",CA,null,null,135114
15000US060371352011,150,150,6,37,1,1921,1921,1435,124,72,200,0,37,53,0,"Block Group 1, Census Tract 1352.01, Los Angeles County, California",CA,null,null,135201
15000US060371352012,150,150,6,37,2,728,728,615,38,0,49,0,12,14,0,"Block Group 2, Census Tract 1352.01, Los Angeles County, California",CA,null,null,135201
15000US060371352021,150,150,6,37,1,915,915,810,0,0,45,0,20,40,0,"Block Group 1, Census Tract 1352.02, Los Angeles County, California",CA,null,null,135202
15000US060371352022,150,150,6,37,2,1636,1636,1134,0,0,456,0,6,40,0,"Block Group 2, Census Tract 1352.02, Los Angeles County, California",CA,null,null,135202
15000US060371352023,150,150,6,37,3,1813,1813,1404,42,0,50,0,229,88,0,"Block Group 3, Census Tract 1352.02, Los Angeles County, California",CA,null,null,135202
15000US060371352031,150,150,6,37,1,2195,2195,1477,40,0,432,0,43,203,0,"Block Group 1, Census Tract 1352.03, Los Angeles County, California",CA,null,null,135203
15000US060371352032,150,150,6,37,2,860,860,548,18,75,104,0,61,54,0,"Block Group 2, Census Tract 1352.03, Los Angeles County, California",CA,null,null,135203
15000US060371352033,150,150,6,37,3,1708,1708,1412,27,0,222,0,25,22,0,"Block Group 3, Census Tract 1352.03, Los Angeles County, California",CA,null,null,135203
15000US060371352034,150,150,6,37,4,698,698,504,0,0,0,0,103,91,0,"Block Group 4, Census Tract 1352.03, Los Angeles County, California",CA,null,null,135203
15000US060371352035,150,150,6,37,5,1100,1100,461,186,0,138,0,57,258,0,"Block Group 5, Census Tract 1352.03, Los Angeles County, California",CA,null,null,135203
15000US060371352036,150,150,6,37,6,737,737,673,0,0,0,0,11,53,0,"Block Group 6, Census Tract 1352.03, Los Angeles County, California",CA,null,null,135203
15000US060371370001,150,150,6,37,1,2041,2041,1750,20,0,67,0,31,173,0,"Block Group 1, Census Tract 1370, Los Angeles County, California",CA,null,null,137000
15000US060371370002,150,150,6,37,2,2839,2839,2221,260,16,130,0,89,123,0,"Block Group 2, Census Tract 1370, Los Angeles County, California",CA,null,null,137000
15000US060371371031,150,150,6,37,1,1896,1896,875,75,0,502,0,397,47,0,"Block Group 1, Census Tract 1371.03, Los Angeles County, California",CA,null,null,137103
15000US060371371032,150,150,6,37,2,2494,2494,1902,17,12,267,0,236,60,0,"Block Group 2, Census Tract 1371.03, Los Angeles County, California",CA,null,null,137103
15000US060371371041,150,150,6,37,1,1630,1630,1430,39,0,35,0,102,24,0,"Block Group 1, Census Tract 1371.04, Los Angeles County, California",CA,null,null,137104
15000US060371371042,150,150,6,37,2,1090,1090,716,105,0,65,0,54,150,0,"Block Group 2, Census Tract 1371.04, Los Angeles County, California",CA,null,null,137104
15000US060371372011,150,150,6,37,1,2582,2582,1861,15,0,445,0,65,196,0,"Block Group 1, Census Tract 1372.01, Los Angeles County, California",CA,null,null,137201
15000US060371372012,150,150,6,37,2,1383,1383,854,237,0,0,0,90,202,0,"Block Group 2, Census Tract 1372.01, Los Angeles County, California",CA,null,null,137201
15000US060371372013,150,150,6,37,3,1705,1705,1207,192,0,236,0,26,44,0,"Block Group 3, Census Tract 1372.01, Los Angeles County, California",CA,null,null,137201
15000US060371373011,150,150,6,37,1,2284,2284,1588,12,36,442,0,66,140,0,"Block Group 1, Census Tract 1373.01, Los Angeles County, California",CA,null,null,137301
15000US060371373021,150,150,6,37,1,1720,1720,1567,31,38,76,0,0,8,0,"Block Group 1, Census Tract 1373.02, Los Angeles County, California",CA,null,null,137302
15000US060371373022,150,150,6,37,2,2851,2851,2558,111,0,69,0,18,95,0,"Block Group 2, Census Tract 1373.02, Los Angeles County, California",CA,null,null,137302
15000US060371374011,150,150,6,37,1,723,723,643,0,13,31,0,0,36,0,"Block Group 1, Census Tract 1374.01, Los Angeles County, California",CA,null,null,137401
15000US060371374012,150,150,6,37,2,1569,1569,1369,3,0,79,0,20,98,0,"Block Group 2, Census Tract 1374.01, Los Angeles County, California",CA,null,null,137401
15000US060371374013,150,150,6,37,3,1891,1891,1278,28,0,278,0,101,206,0,"Block Group 3, Census Tract 1374.01, Los Angeles County, California",CA,null,null,137401
15000US060371374021,150,150,6,37,1,2418,2418,1964,36,0,256,0,4,158,0,"Block Group 1, Census Tract 1374.02, Los Angeles County, California",CA,null,null,137402
15000US060371374022,150,150,6,37,2,1676,1676,1413,0,0,0,0,222,41,0,"Block Group 2, Census Tract 1374.02, Los Angeles County, California",CA,null,null,137402
15000US060371374023,150,150,6,37,3,1810,1810,1185,410,0,67,0,0,148,0,"Block Group 3, Census Tract 1374.02, Los Angeles County, California",CA,null,null,137402
15000US060371375011,150,150,6,37,1,2972,2972,2137,108,18,413,0,233,63,0,"Block Group 1, Census Tract 1375.01, Los Angeles County, California",CA,null,null,137501
