GEOID,SUMLEVEL,ST,COUNTY,BLKGRP,Total,Male,MaleUnder5Yrs,Male5to9Yrs,Male10to14Yrs,Male15to17Yrs,Male18to19Yrs,Male20Yrs,Male21Yrs,Male22to24Yrs,Male25to29Yrs,Male30to34Yrs,Male35to39Yrs,Male40to44Yrs,Male45to49Yrs,Male50to54Yrs,Male55to59Yrs,Male60to61Yrs,Male62to64Yrs,Male65to66Yrs,Male67to69Yrs,Male70to74Yrs,Male75to79Yrs,Male80to84Yrs,Male85YrsOrOver,Female,FemaleUnder5Yrs,Female5to9Yrs,Female10to14Yrs,Female15to17Yrs,Female18to19Yrs,Female20Yrs,Female21Yrs,Female22to24Yrs,Female25to29Yrs,Female30to34Yrs,Female35to39Yrs,Female40to44Yrs,Female45to49Yrs,Female50to54Yrs,Female55to59Yrs,Female60to61Yrs,Female62to64Yrs,Female65to66Yrs,Female67to69Yrs,Female70to74Yrs,Female75to79Yrs,Female80to84Yrs,Female85YrsOrOver,COMPONENT,TRACT
15000US060374620011,150,6,37,1,2267,1174,126,49,126,46,50,68,25,28,108,105,70,94,117,46,40,24,0,21,8,0,0,23,0,1093,44,88,118,0,47,0,1,47,155,150,66,77,72,37,50,0,33,25,16,0,20,22,25,0,462001
15000US060374620012,150,6,37,2,2028,1081,22,67,13,22,23,0,32,110,224,73,172,31,109,94,55,0,0,0,0,22,12,0,0,947,134,49,120,0,53,0,14,25,171,68,22,82,3,46,136,0,7,0,0,0,0,17,0,0,462001
15000US060374620021,150,6,37,1,2817,1451,98,54,73,91,148,12,64,171,208,63,67,228,121,38,15,0,0,0,0,0,0,0,0,1366,62,73,77,92,35,108,95,110,133,46,82,156,68,83,54,31,0,0,0,0,0,31,30,0,462002
15000US060374620022,150,6,37,2,252,59,13,12,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,14,0,0,0,0,0,193,20,0,40,0,0,0,24,0,11,0,0,0,41,38,19,0,0,0,0,0,0,0,0,0,462002
15000US060374620023,150,6,37,3,1046,561,0,41,19,60,0,54,15,69,0,37,12,35,57,61,53,0,0,5,9,0,17,17,0,485,0,0,16,75,6,0,0,3,59,22,12,56,58,16,40,0,52,17,0,20,25,0,8,0,462002
15000US060374621001,150,6,37,1,711,389,35,23,13,0,12,0,0,0,8,31,56,66,27,30,36,0,15,4,14,0,0,14,5,322,33,0,11,34,0,0,7,0,15,23,60,12,0,7,50,0,10,4,13,31,7,0,5,0,462100
15000US060374621002,150,6,37,2,2928,1398,74,80,119,65,63,0,87,18,119,176,134,126,69,15,85,27,31,0,32,19,29,30,0,1530,110,130,54,48,115,0,39,107,43,217,156,108,101,86,70,16,19,26,14,19,8,28,16,0,462100
15000US060374621003,150,6,37,3,1503,793,66,14,93,59,39,0,4,0,16,60,76,58,99,52,46,25,35,0,19,0,0,7,25,710,78,29,20,32,9,0,12,45,17,44,90,81,34,72,41,0,0,27,39,14,6,7,13,0,462100
15000US060374622011,150,6,37,1,1419,637,13,26,48,0,36,0,0,2,45,13,51,32,53,69,42,0,28,0,84,11,0,49,35,782,5,20,2,73,14,36,0,5,16,21,16,32,118,20,30,0,16,0,0,57,18,72,211,0,462201
15000US060374622012,150,6,37,2,1218,495,0,0,23,0,7,0,0,16,69,67,27,2,0,14,46,0,8,0,42,0,26,33,115,723,0,23,0,46,26,0,0,17,27,9,28,10,39,13,15,44,9,0,76,110,105,62,64,0,462201
15000US060374622013,150,6,37,3,1191,541,14,0,20,0,0,0,74,16,166,40,74,75,16,0,6,0,0,0,15,18,0,7,0,650,66,36,12,16,7,12,42,76,131,42,52,43,0,79,14,0,16,0,0,0,0,6,0,0,462201
15000US060374622021,150,6,37,1,1642,981,83,64,40,19,0,0,49,160,111,207,44,49,32,20,10,8,0,0,0,36,12,9,28,661,24,12,45,5,16,10,0,64,77,137,45,43,18,9,8,0,27,9,0,14,51,31,16,0,462202
15000US060374622022,150,6,37,2,1269,582,18,18,7,0,14,0,0,34,116,129,133,31,45,17,13,7,0,0,0,0,0,0,0,687,29,7,6,7,0,0,0,79,123,173,101,7,8,10,38,49,42,0,8,0,0,0,0,0,462202
15000US060374623011,150,6,37,1,1885,842,60,24,51,111,41,10,14,37,112,56,23,72,34,78,0,0,45,13,9,27,0,0,25,1043,47,37,25,0,90,18,13,43,106,92,60,70,87,75,48,0,20,24,19,28,24,48,69,0,462301
15000US060374623012,150,6,37,2,1615,868,49,63,193,145,50,15,0,0,62,101,45,39,16,81,9,0,0,0,0,0,0,0,0,747,10,73,63,0,0,59,17,88,29,128,29,118,37,30,14,0,16,0,0,0,10,26,0,0,462301
15000US060374623013,150,6,37,3,612,458,0,10,0,0,0,101,0,0,113,149,50,0,9,26,0,0,0,0,0,0,0,0,0,154,7,49,0,0,0,0,0,0,3,52,7,0,0,9,27,0,0,0,0,0,0,0,0,0,462301
15000US060374623014,150,6,37,4,963,427,35,18,0,10,0,0,0,0,33,67,168,23,10,0,36,0,0,0,8,19,0,0,0,536,0,0,23,0,8,0,0,28,74,76,132,8,9,39,52,0,5,0,9,17,0,29,27,0,462301
15000US060374623021,150,6,37,1,1001,468,47,39,36,0,25,0,0,32,85,44,53,50,0,35,0,0,8,5,0,0,0,9,0,533,72,0,17,0,12,77,0,33,34,53,74,86,55,4,5,0,8,0,0,0,0,0,3,0,462302
15000US060374623022,150,6,37,2,818,448,0,0,0,0,0,0,65,7,29,32,74,0,70,30,45,25,0,0,0,41,0,0,30,370,0,0,42,0,7,0,0,37,62,28,20,87,8,11,0,25,0,0,8,8,0,13,14,0,462302
15000US060374623023,150,6,37,3,668,319,31,0,9,0,0,0,0,55,51,17,18,0,8,48,58,0,0,0,11,13,0,0,0,349,0,0,10,7,0,25,2,24,34,50,0,36,7,67,24,0,28,10,0,0,0,0,25,0,462302
15000US060374624001,150,6,37,1,1511,841,72,98,40,30,1,0,4,17,4,51,30,82,122,76,68,0,37,27,19,14,29,8,12,670,42,37,8,22,16,0,0,0,30,47,50,34,39,55,55,52,37,16,21,24,32,17,36,0,462400
15000US060374624002,150,6,37,2,990,515,99,28,58,0,5,0,0,0,0,58,18,92,67,16,19,13,9,0,0,16,0,0,17,475,49,11,0,50,0,0,0,12,29,29,9,71,31,24,53,10,0,0,18,0,8,45,26,0,462400
15000US060374624003,150,6,37,3,509,252,8,18,0,0,0,0,0,8,38,60,13,14,25,10,27,0,0,6,0,11,8,0,6,257,15,0,3,0,4,0,0,11,32,15,30,13,10,43,0,10,0,7,0,21,23,10,10,0,462400
15000US060374624004,150,6,37,4,1405,692,58,54,77,19,5,0,14,0,92,117,24,0,19,70,29,0,18,0,4,57,14,21,0,713,15,17,28,36,6,0,48,35,168,44,57,10,107,26,8,11,0,17,26,34,0,9,11,0,462400
15000US060374625001,150,6,37,1,1475,737,83,77,39,0,37,0,39,0,13,69,23,130,39,94,25,0,19,20,12,0,0,18,0,738,44,17,50,50,0,0,0,0,43,46,95,63,70,100,0,12,53,22,15,20,18,0,20,0,462500
15000US060374625002,150,6,37,2,1109,541,31,54,44,0,18,0,0,0,24,37,10,43,46,31,29,10,49,0,37,47,0,20,11,568,25,26,14,0,0,0,0,12,21,45,31,35,31,86,68,30,22,0,11,0,0,45,66,0,462500
15000US060374625003,150,6,37,3,2382,1077,0,25,39,88,24,0,32,70,22,69,195,52,79,77,86,33,11,38,52,12,20,17,36,1305,29,53,93,36,32,5,26,81,0,194,25,60,78,227,100,21,22,32,0,51,19,60,61,0,462500
15000US060374625004,150,6,37,4,945,340,40,4,17,25,0,0,0,0,0,38,0,63,49,18,24,10,0,19,0,33,0,0,0,605,27,0,38,75,55,0,0,0,0,52,58,49,32,96,34,0,0,0,30,0,43,0,16,0,462500
15000US060374626001,150,6,37,1,890,438,37,13,14,6,0,0,10,33,9,40,44,29,8,31,46,44,0,11,11,17,0,21,14,452,15,44,1,1,4,0,5,4,45,38,27,28,17,51,33,18,16,22,0,0,32,18,33,0,462600
15000US060374626002,150,6,37,2,1452,634,9,50,17,7,54,14,0,10,24,20,38,76,92,27,38,19,41,0,40,13,18,6,21,818,84,40,29,35,37,0,0,0,38,37,63,38,135,38,23,5,50,18,22,59,18,30,19,0,462600
15000US060374627001,150,6,37,1,783,377,19,0,18,0,0,50,0,9,25,18,10,11,0,34,52,48,15,15,22,0,0,20,11,406,27,0,0,0,0,0,8,34,61,43,0,11,0,21,47,0,27,44,51,13,0,19,0,0,462700
15000US060374627002,150,6,37,2,1055,634,0,0,63,39,0,28,0,9,70,41,68,169,46,41,0,0,11,24,0,10,15,0,0,421,0,11,27,0,36,0,23,0,89,42,0,36,24,0,35,0,22,0,0,32,33,11,0,0,462700
15000US060374627003,150,6,37,3,1719,760,99,10,0,12,0,0,0,8,25,86,26,150,65,85,125,0,22,0,47,0,0,0,0,959,10,216,61,0,7,23,26,0,26,61,117,63,81,87,88,16,34,13,0,20,0,10,0,0,462700
15000US060374627004,150,6,37,4,912,479,0,0,15,0,0,0,41,75,66,21,13,18,0,57,55,65,0,1,27,16,0,0,9,433,0,0,58,28,0,0,34,0,0,46,68,18,31,36,34,63,16,0,1,0,0,0,0,0,462700
15000US060374627005,150,6,37,5,758,367,15,0,0,1,0,62,68,0,30,42,0,44,0,29,27,0,0,24,11,14,0,0,0,391,0,0,0,6,0,61,9,0,13,68,15,49,20,9,52,0,0,0,0,64,25,0,0,0,462700
15000US060374628001,150,6,37,1,1226,580,23,8,50,39,0,0,15,9,111,10,40,42,69,42,45,0,23,13,0,11,10,0,20,646,12,33,98,0,0,0,0,11,32,17,59,54,54,55,22,23,46,0,61,17,0,30,22,0,462800
15000US060374628002,150,6,37,2,1501,695,105,13,28,0,7,0,0,50,115,26,26,157,0,14,112,7,0,0,0,27,8,0,0,806,53,13,30,23,8,5,0,60,100,40,94,49,26,93,39,35,41,36,13,23,0,0,25,0,462800
15000US060374629001,150,6,37,1,1690,836,37,61,59,31,0,16,0,25,40,109,46,72,28,22,70,53,57,0,29,38,17,8,18,854,37,11,17,0,8,0,23,15,80,32,140,56,45,83,49,33,48,23,22,31,39,31,31,0,462900
15000US060374629002,150,6,37,2,960,496,32,80,75,0,0,11,0,11,0,0,0,57,49,48,50,16,11,10,9,0,30,7,0,464,0,11,37,39,29,0,0,0,0,0,12,71,91,44,24,26,10,10,0,6,54,0,0,0,462900
15000US060374629003,150,6,37,3,1213,629,105,21,18,32,8,0,10,86,11,63,46,22,31,48,37,10,13,0,14,39,15,0,0,584,25,50,34,13,0,0,7,13,46,74,13,26,47,24,23,29,8,23,0,86,15,10,18,0,462900
15000US060374630001,150,6,37,1,972,435,43,4,38,43,0,0,0,12,15,9,10,34,45,34,55,14,20,7,6,3,4,35,4,537,3,5,66,68,0,0,0,7,9,26,12,62,13,60,37,11,19,4,1,11,27,43,53,0,463000
15000US060374630002,150,6,37,2,1362,632,38,6,29,7,0,0,0,15,37,54,150,51,29,35,22,15,0,18,27,16,33,15,35,730,80,1,26,9,22,0,8,9,68,130,56,52,27,33,21,16,17,47,4,9,4,51,40,0,463000
15000US060374631011,150,6,37,1,555,271,25,12,11,10,0,0,0,6,36,0,44,19,0,54,11,7,8,0,7,13,5,0,3,284,11,9,9,0,0,0,0,7,22,6,12,41,27,63,30,8,7,0,8,7,7,4,6,0,463101
15000US060374631012,150,6,37,2,1707,924,91,44,18,19,6,15,31,24,125,23,87,83,30,100,53,68,8,20,8,23,29,16,3,783,27,41,30,21,25,0,23,54,49,58,57,61,26,62,76,6,51,41,61,6,4,0,4,0,463101
15000US060374631021,150,6,37,1,1687,962,151,49,42,46,12,20,30,0,121,86,49,44,18,50,108,5,41,18,19,25,0,18,10,725,44,0,21,15,0,8,0,15,77,75,71,13,24,77,46,35,0,70,24,40,0,70,0,0,463102
15000US060374631022,150,6,37,2,1196,616,38,41,49,17,42,22,0,30,0,9,54,26,32,41,39,51,25,0,35,25,11,6,23,580,37,34,17,0,13,0,18,0,0,27,28,55,45,59,48,28,13,39,32,28,16,14,29,0,463102
15000US060374631023,150,6,37,3,910,407,28,76,15,24,0,5,0,0,4,39,14,29,63,48,0,4,18,7,0,0,14,0,19,503,0,99,0,32,0,0,0,9,5,28,36,0,76,62,35,0,31,10,9,11,44,0,16,0,463102
15000US060374632001,150,6,37,1,1074,501,64,10,41,1,19,0,0,11,69,31,46,9,56,19,32,33,0,10,22,11,9,8,0,573,18,62,0,23,0,0,0,0,61,60,45,39,50,23,49,11,12,0,19,21,41,16,23,0,463200
15000US060374632002,150,6,37,2,1584,734,95,9,21,22,0,0,15,8,11,64,68,19,50,73,69,8,17,9,9,59,37,18,53,850,9,39,39,9,0,25,33,54,10,39,28,81,17,77,76,14,51,16,9,19,73,67,65,0,463200
15000US060374632003,150,6,37,3,866,472,42,42,49,40,11,13,0,13,60,33,0,35,46,0,24,0,0,44,20,0,0,0,0,394,12,5,26,36,9,13,12,46,60,50,23,24,10,27,8,0,7,5,7,8,0,0,6,0,463200
15000US060374633001,150,6,37,1,1387,597,46,43,11,0,23,0,0,0,45,81,27,58,78,61,59,10,7,0,9,33,6,0,0,790,79,37,37,16,7,0,9,7,109,95,41,85,51,56,47,22,10,9,10,26,5,21,11,0,463300
15000US060374633002,150,6,37,2,760,376,23,13,12,26,0,0,0,0,7,24,27,13,21,31,38,32,19,22,6,11,20,6,25,384,23,17,11,20,10,11,0,0,0,49,21,21,25,36,26,7,52,5,5,0,6,29,10,0,463300
15000US060374634001,150,6,37,1,1517,856,42,16,57,0,0,0,0,21,299,41,19,138,61,25,18,35,0,0,32,0,0,52,0,661,0,64,53,24,0,19,0,0,133,63,124,26,18,33,42,0,31,0,17,14,0,0,0,0,463400
15000US060374634002,150,6,37,2,1142,633,91,49,32,49,0,0,0,12,30,35,57,37,16,28,56,16,40,10,0,26,41,0,8,509,0,14,0,0,0,0,45,0,85,45,33,36,31,24,0,30,23,22,66,11,9,16,19,0,463400
15000US060374634003,150,6,37,3,1128,587,21,0,32,0,50,32,0,48,62,3,10,108,46,29,20,57,0,14,11,7,0,9,28,541,0,54,7,31,19,0,0,11,0,57,13,68,30,41,30,15,21,11,0,51,8,39,35,0,463400
15000US060374634004,150,6,37,4,1508,761,42,0,0,0,0,0,33,12,170,58,127,53,125,32,43,14,14,1,11,9,8,8,1,747,14,26,26,0,17,0,11,45,117,102,27,82,25,42,32,14,59,13,0,24,16,18,37,0,463400
15000US060374635001,150,6,37,1,2099,1170,120,48,88,0,42,88,66,67,115,157,147,22,58,12,15,0,13,34,19,13,0,31,15,929,24,0,37,0,77,20,0,37,212,58,144,23,44,30,21,14,46,1,4,70,55,1,11,0,463500
15000US060374635002,150,6,37,2,1766,974,122,0,37,54,148,64,108,77,25,0,70,68,23,45,12,29,0,9,0,20,41,22,0,792,40,0,0,11,163,72,31,11,68,8,86,64,22,39,21,0,59,19,0,60,18,0,0,0,463500
15000US060374635003,150,6,37,3,2093,1166,13,29,45,31,0,0,15,201,249,121,144,72,151,14,10,0,22,12,0,20,0,3,14,927,14,32,0,0,0,36,0,45,170,69,64,105,22,83,3,0,66,0,65,26,45,30,52,0,463500
15000US060374636011,150,6,37,1,702,272,0,0,0,0,13,0,0,27,13,12,70,0,14,0,33,29,61,0,0,0,0,0,0,430,0,0,0,14,0,3,0,66,69,51,26,57,13,45,32,0,8,0,0,0,33,13,0,0,463601
15000US060374636012,150,6,37,2,1346,622,14,0,0,0,1,0,0,177,33,138,27,49,26,25,9,0,61,0,33,0,29,0,0,724,62,0,0,2,7,0,0,21,141,149,39,14,55,29,74,15,0,38,22,41,0,0,15,0,463601
15000US060374636013,150,6,37,3,2755,1398,34,52,17,0,13,0,10,168,108,408,159,117,0,202,28,0,0,0,16,0,8,46,12,1357,157,33,0,14,0,0,0,37,290,352,92,41,53,39,38,7,12,21,0,32,13,70,56,0,463601
15000US060374636014,150,6,37,4,1162,480,60,0,21,12,49,0,0,0,13,99,73,12,0,14,37,12,37,0,13,18,0,5,5,682,43,0,0,0,0,10,0,100,93,43,102,0,15,60,0,39,25,24,18,0,32,5,73,0,463601
15000US060374636021,150,6,37,1,952,563,0,0,31,0,13,0,0,51,58,67,0,47,43,45,121,17,16,0,39,0,0,15,0,389,0,0,0,0,0,15,0,68,95,37,0,54,44,0,16,0,0,0,0,46,0,0,14,0,463602
15000US060374636022,150,6,37,2,2639,1216,42,16,0,96,0,111,0,21,120,285,94,24,54,14,171,15,10,0,35,0,61,0,47,1423,64,0,0,0,0,0,31,32,219,150,104,51,23,26,108,20,14,97,12,75,85,163,149,0,463602
15000US060374636023,150,6,37,3,1049,585,84,61,0,0,0,0,1,1,116,105,42,50,16,15,47,0,0,0,0,44,0,2,1,464,0,0,0,0,9,0,0,50,111,60,33,68,17,17,32,14,0,0,0,52,0,0,1,0,463602
15000US060374636024,150,6,37,4,980,339,0,0,0,0,22,0,0,0,41,175,49,11,0,6,20,0,15,0,0,0,0,0,0,641,105,0,0,12,23,0,0,158,56,30,21,86,40,73,18,19,0,0,0,0,0,0,0,0,463602
15000US060374637001,150,6,37,1,1022,449,0,15,0,46,0,0,0,21,72,0,4,16,9,17,87,8,5,8,0,18,65,27,31,573,0,19,15,47,24,0,15,11,36,33,20,15,26,73,48,0,0,28,28,21,31,64,19,0,463700
15000US060374637002,150,6,37,2,1614,812,23,0,0,0,10,3,4,28,100,102,116,78,51,89,12,10,52,4,31,43,36,0,20,802,46,10,0,13,17,0,0,7,109,91,104,51,8,41,70,22,65,4,71,29,25,19,0,0,463700
15000US060374638001,150,6,37,1,867,373,23,41,0,0,0,0,0,0,10,0,25,0,57,8,57,34,24,23,16,17,18,0,20,494,19,45,12,54,0,0,0,11,0,0,17,0,104,52,44,0,0,22,66,8,8,24,8,0,463800
15000US060374638002,150,6,37,2,764,342,0,0,0,12,6,0,0,9,0,9,0,7,68,25,101,10,28,0,11,19,21,8,8,422,13,25,0,0,0,0,0,0,23,16,10,24,53,18,65,18,37,0,7,22,58,7,26,0,463800
15000US060374638003,150,6,37,3,1085,556,29,14,44,22,0,0,0,32,19,30,14,74,38,78,8,0,15,26,27,57,22,0,7,529,28,37,63,9,3,0,0,0,6,42,16,90,40,8,10,46,25,0,7,52,29,0,18,0,463800
15000US060374638004,150,6,37,4,1025,573,53,15,17,0,0,0,12,11,10,37,51,87,46,51,69,0,10,26,55,15,8,0,0,452,32,28,0,10,0,0,0,24,10,27,59,38,39,30,46,10,40,9,30,0,0,20,0,0,463800
15000US060374639001,150,6,37,1,925,414,0,0,0,0,0,0,0,8,35,47,22,47,8,19,39,17,10,10,25,38,40,21,28,511,0,0,0,0,0,0,0,11,21,56,36,0,17,35,22,0,18,23,29,50,34,89,70,0,463900
15000US060374639002,150,6,37,2,1229,589,0,15,92,0,0,0,0,10,142,25,15,7,56,59,80,8,6,11,0,15,16,11,21,640,0,15,88,0,0,0,9,0,36,46,54,42,33,31,50,10,16,30,10,64,8,20,78,0,463900
15000US060374639003,150,6,37,3,1344,567,26,50,26,23,0,0,0,30,0,19,0,22,62,28,60,18,73,0,34,16,20,49,11,777,7,44,0,11,15,61,0,0,42,0,53,27,62,53,43,11,70,52,39,65,53,40,29,0,463900
15000US060374640001,150,6,37,1,1258,657,76,0,139,0,0,0,0,0,20,0,14,28,69,93,35,12,30,49,13,15,27,27,10,601,0,16,16,0,0,0,0,0,35,26,71,50,44,78,17,45,76,31,27,21,12,0,36,0,464000
15000US060374640002,150,6,37,2,1342,587,37,45,91,0,0,0,0,0,0,0,61,59,113,14,33,0,21,11,30,46,0,26,0,755,23,34,95,99,0,0,0,0,0,32,21,174,80,30,40,0,30,29,9,23,23,0,13,0,464000
15000US060374640003,150,6,37,3,1237,599,112,0,0,0,0,0,0,0,131,84,75,48,6,26,56,30,0,0,0,22,0,0,9,638,0,40,12,0,0,0,0,0,154,85,84,0,25,53,86,38,0,13,30,5,0,0,13,0,464000
15000US060374640004,150,6,37,4,705,453,0,0,36,0,11,0,0,59,46,56,0,24,70,35,60,0,9,14,6,9,11,7,0,252,0,0,9,15,0,0,0,0,0,39,60,0,58,21,0,0,21,0,6,11,0,0,12,0,464000
15000US060374640005,150,6,37,5,1375,704,0,23,46,0,0,0,0,0,139,133,82,40,127,10,20,0,0,6,17,0,49,12,0,671,15,0,23,0,0,0,0,0,142,193,29,21,46,26,28,14,25,0,0,48,0,7,54,0,464000
15000US060374641001,150,6,37,1,1167,487,33,48,0,0,0,0,0,17,0,31,0,0,63,77,107,29,13,0,0,12,29,28,0,680,0,41,40,0,42,15,0,38,43,0,0,46,86,85,81,23,29,35,0,17,15,28,16,0,464100
15000US060374641002,150,6,37,2,1043,600,34,35,120,37,0,0,0,16,38,0,32,21,37,72,29,34,37,0,0,34,11,13,0,443,35,36,24,48,0,0,0,16,0,0,31,21,94,23,35,18,14,0,0,15,0,10,23,0,464100
15000US060374641003,150,6,37,3,895,441,27,26,13,13,0,0,0,19,63,65,0,24,0,33,92,0,43,0,11,12,0,0,0,454,29,0,51,12,0,0,0,65,0,26,0,25,25,28,122,22,0,0,12,11,0,0,26,0,464100
15000US060374641004,150,6,37,4,1174,515,50,96,39,22,0,0,0,0,0,17,46,55,0,73,14,15,25,0,15,13,35,0,0,659,0,69,74,0,0,0,0,19,14,60,22,77,50,26,11,0,38,17,15,72,46,19,30,0,464100
15000US060374641005,150,6,37,5,863,367,14,71,39,28,0,0,14,13,0,0,0,24,81,12,0,8,0,16,0,34,13,0,0,496,64,0,43,51,0,0,0,39,24,21,48,13,67,12,21,0,0,16,19,28,0,0,30,0,464100
15000US060374641006,150,6,37,6,1225,465,0,56,34,21,0,0,0,15,14,0,0,83,40,0,43,16,16,34,0,63,30,0,0,760,37,96,37,0,0,0,0,0,13,31,58,56,146,30,12,60,48,0,0,60,16,60,0,0,464100
15000US060374641007,150,6,37,7,838,479,27,0,55,60,0,18,0,8,0,11,26,0,44,26,0,8,0,0,41,59,14,15,67,359,27,26,0,0,0,0,0,0,0,12,25,0,44,25,7,13,54,0,14,29,0,31,52,0,464100
15000US060374642001,150,6,37,1,974,471,20,32,81,41,0,0,0,17,18,0,0,56,21,73,17,15,0,15,0,46,19,0,0,503,0,0,38,32,9,8,8,0,37,59,26,12,32,91,15,31,15,0,0,44,39,0,7,0,464200
15000US060374642002,150,6,37,2,697,296,26,0,28,33,14,0,0,0,0,0,48,14,17,9,27,0,0,0,0,35,0,37,8,401,10,9,28,25,13,0,0,0,0,0,32,65,27,48,17,0,0,17,54,40,0,0,16,0,464200
15000US060374642003,150,6,37,3,1032,446,16,31,15,28,0,9,10,26,42,8,24,7,35,31,60,35,25,9,10,8,17,0,0,586,34,6,48,15,10,0,0,9,35,28,28,70,7,74,107,10,5,9,9,15,0,10,57,0,464200
15000US060374642004,150,6,37,4,1198,601,0,32,66,83,9,10,0,14,22,38,26,11,64,37,10,39,41,0,25,46,9,0,19,597,59,27,32,0,9,0,0,0,0,53,0,44,34,111,41,20,56,20,25,25,24,9,8,0,464200
15000US060374642005,150,6,37,5,722,393,47,0,0,0,0,0,9,30,56,41,18,40,0,13,45,17,15,0,29,16,8,0,9,329,0,29,0,32,0,0,13,15,52,18,5,17,0,39,39,18,20,0,8,8,8,8,0,0,464200
15000US060374642006,150,6,37,6,1377,732,86,66,99,11,0,0,0,8,10,0,59,52,107,14,28,27,28,30,12,36,10,49,0,645,60,44,63,7,0,0,16,9,8,38,38,21,90,59,18,16,39,20,20,0,9,44,26,0,464200
15000US060374800021,150,6,37,1,1001,463,42,35,30,0,0,0,0,17,0,21,20,63,12,48,87,0,0,10,24,7,16,0,31,538,6,60,40,0,0,0,0,45,0,29,104,42,41,58,26,0,22,5,16,15,29,0,0,0,480002
15000US060374800022,150,6,37,2,1189,547,42,51,28,16,10,0,0,14,33,47,28,25,37,34,56,35,12,0,18,0,32,15,14,642,45,16,62,23,0,26,0,0,52,54,29,55,26,74,55,36,11,13,8,29,0,27,1,0,480002
15000US060374800023,150,6,37,3,1262,472,11,8,43,12,0,0,0,58,23,0,15,35,52,13,47,12,22,0,0,42,41,9,29,790,47,37,28,32,0,16,20,15,40,9,32,60,49,55,69,19,44,8,29,52,87,20,22,0,480002
15000US060374800111,150,6,37,1,2783,1351,30,143,89,107,53,13,2,18,137,48,46,176,67,97,91,24,53,17,30,29,18,63,0,1432,78,62,89,73,60,0,30,51,54,148,93,167,79,90,114,7,61,14,18,49,25,46,24,0,480011
15000US060374800112,150,6,37,2,2696,1561,168,86,60,77,0,29,12,103,118,133,167,86,58,67,107,90,16,38,26,69,0,16,35,1135,17,46,62,0,15,0,48,13,121,158,98,93,59,22,88,54,65,27,0,37,23,0,89,0,480011
15000US060374800121,150,6,37,1,1270,640,0,93,65,6,26,0,7,27,50,5,10,50,120,22,67,19,17,0,10,15,18,0,13,630,12,20,43,38,0,2,0,9,103,47,11,53,46,117,44,47,0,18,0,18,0,2,0,0,480012
15000US060374800122,150,6,37,2,1020,432,0,56,18,21,0,7,0,21,0,0,34,10,55,31,50,12,20,0,11,28,58,0,0,588,0,56,37,57,12,0,16,34,12,22,33,32,54,38,42,0,48,15,0,35,22,13,10,0,480012
15000US060374800123,150,6,37,3,1516,778,0,141,85,10,11,4,5,0,4,30,29,108,92,50,19,13,51,0,22,91,13,0,0,738,46,44,38,40,0,12,17,0,17,11,120,66,81,57,21,9,44,0,36,30,13,0,36,0,480012
15000US060374800124,150,6,37,4,1254,699,18,89,0,77,5,17,7,13,56,69,34,92,20,60,25,5,13,46,18,9,0,10,16,555,70,17,14,0,22,0,15,12,84,35,17,47,40,48,30,4,44,31,0,17,0,8,0,0,480012
15000US060374801011,150,6,37,1,2334,1114,114,54,56,66,31,54,0,9,54,55,110,39,49,51,151,14,104,9,6,26,17,23,22,1220,59,130,61,93,0,25,0,30,42,78,127,43,79,118,80,53,59,10,8,64,31,10,20,0,480101
15000US060374801012,150,6,37,2,720,339,0,6,0,1,2,26,0,98,12,0,21,6,2,17,88,13,9,15,0,11,0,12,0,381,6,19,0,1,10,0,14,15,11,25,38,26,13,72,25,12,29,0,0,40,0,25,0,0,480101
15000US060374801013,150,6,37,3,1305,677,30,95,69,37,16,22,9,12,0,5,55,88,69,53,19,0,13,48,8,0,0,0,29,628,17,52,52,9,29,38,0,0,12,40,57,83,124,24,0,9,0,40,8,16,18,0,0,0,480101
15000US060374801021,150,6,37,1,962,433,0,20,35,15,17,36,0,0,0,32,50,44,61,35,33,34,0,0,9,12,0,0,0,529,36,9,44,73,5,0,17,0,0,15,60,58,45,16,41,10,12,22,0,36,16,8,6,0,480102
15000US060374801022,150,6,37,2,1847,996,12,155,84,28,80,5,8,0,36,51,127,40,32,51,97,13,54,0,18,9,28,54,14,851,29,32,73,13,22,0,0,47,44,96,49,80,42,33,117,4,8,3,36,37,12,33,41,0,480102
15000US060374801023,150,6,37,3,1775,931,5,24,93,50,0,0,44,70,102,75,0,32,54,95,127,65,13,0,27,10,27,18,0,844,18,21,9,11,10,33,0,28,77,65,30,16,128,127,98,33,14,0,21,50,37,18,0,0,480102
15000US060374802011,150,6,37,1,1587,788,40,47,125,12,7,10,0,74,28,0,27,73,138,18,66,27,0,15,9,32,15,0,25,799,48,116,55,23,0,0,0,19,7,39,50,85,63,118,51,19,0,26,8,4,26,7,35,0,480201
15000US060374802012,150,6,37,2,845,403,31,0,22,36,0,40,0,11,0,23,16,40,0,19,35,61,8,0,13,18,0,21,9,442,44,9,8,0,0,0,0,0,0,0,35,28,6,22,75,0,40,12,6,13,24,78,42,0,480201
15000US060374802013,150,6,37,3,1725,827,37,39,28,36,21,0,0,19,22,53,114,126,60,31,45,0,25,40,12,31,47,20,21,898,85,80,37,0,0,0,15,23,54,51,78,40,81,29,68,0,70,0,47,25,39,12,64,0,480201
